id,chat_id,user_id,warnings,muted,banned,messages
65,-1002116123455,5971291613,0,0,0,86
66,-1002116123455,7111979210,0,0,0,1
67,-1002116123455,6941246437,0,0,0,134
68,-1002116123455,6742898435,0,0,0,17
69,-1002133458993,910037692,0,0,0,22
70,-1002116123455,912621944,0,0,0,103
71,-1002116123455,6394970683,0,0,0,31
72,-1002116123455,1305780406,0,0,0,109
73,-1002116123455,5606007118,0,0,1,34
74,-1002116123455,6621860024,0,0,0,1101
75,-1002116123455,6100457604,0,0,0,4
76,-1002116123455,5944895673,0,0,0,2
77,-1002116123455,1049420311,1,0,0,134
78,-1002116123455,6482557006,0,0,0,3991
79,-1002116123455,6352412215,3,1,0,278
80,-1002116123455,5272599902,0,0,0,11
81,-1002116123455,6651268869,0,0,0,13
82,-1002116123455,6100038906,0,0,0,42
83,-1002116123455,6411893417,0,0,0,1
84,-1002116123455,6608475795,0,0,0,22
85,-1002116123455,5388623051,0,0,0,81
86,-1002116123455,6824343109,0,0,0,155
87,-1002116123455,5881422973,0,0,0,3
88,-1002116123455,6634476697,0,0,0,3397
89,-1002116123455,741296866,0,0,0,78
90,-1002116123455,5864816694,0,0,0,43
91,-1002116123455,5145081499,0,0,0,1
92,-1002116123455,1483767887,0,0,0,34
93,-1002116123455,6502115781,0,0,0,1
94,-1002116123455,7340590766,0,0,1,3
95,-1002116123455,7449256857,0,0,0,79
96,-1002116123455,789445971,0,0,0,5
97,-1002116123455,7370987880,0,0,0,22
98,-1002116123455,5804568897,0,0,0,17
99,-1002116123455,7105519979,0,0,0,72
100,-1002116123455,6183266295,0,0,0,5
101,-1002116123455,5900498019,0,0,0,5
102,-1002116123455,1733320939,0,0,0,12
103,-1002116123455,7146066563,1,0,0,15
104,-1002116123455,1106425360,0,0,0,9
105,-1002116123455,7483005266,0,0,0,190
106,-1002116123455,6867224290,0,0,1,32
107,-1001352716058,6840837015,0,0,0,1
108,-1002116123455,7347855513,0,0,0,109
109,-1002116123455,2143033607,0,0,0,49
110,-1002116123455,7403807442,0,0,0,36
111,-1002116123455,6062122769,0,0,0,121
112,-1002133458993,6840837015,0,0,0,22
113,-1002116123455,6703425830,0,0,0,3
114,-1002116123455,7398107778,0,0,0,22
115,-1002116123455,7305310745,0,0,0,1
116,-1002116123455,7473026049,1,0,0,3
117,-1002133458993,7084938423,0,0,0,50
118,-1002116123455,7410745650,0,0,0,14
119,-1002116123455,5999089711,0,0,0,4
120,-1002116123455,1398600688,0,0,0,3036
121,-1002116123455,5104583352,0,0,2,2
122,-1002116123455,957972844,0,0,0,13
123,-1001658426127,6719041971,0,0,0,1
124,-1001658426127,752107197,0,0,0,503
125,-1002116123455,6444389886,0,0,0,16
126,-1001658426127,7145900078,0,0,0,90
127,-1002116123455,7179680477,0,0,0,9
128,-1002116123455,7286003561,0,0,1,3
129,-1002116123455,6792385747,3,1,0,421
130,-1002116123455,6707084480,0,0,0,12
131,-1002116123455,1403346589,0,0,0,657
132,-1001658426127,6050916727,0,0,0,27
133,-1002116123455,5141739714,0,0,1,22
134,-1001658426127,6636356390,0,0,0,36
135,-1002116123455,1012966164,0,0,0,1
136,-1002116123455,6983160961,0,0,0,31
137,-1002116123455,55860980,0,0,0,118
138,-1001924915787,55860980,0,0,0,89
139,-1002116123455,5518658845,0,0,0,73
140,-1001924915787,7429626501,0,0,0,2630
141,-1001924915787,1049772687,1,0,0,66
142,-1001924915787,6068040071,0,0,0,132
143,-1001658426127,5087275500,0,0,0,6
144,-1001924915787,7449489973,0,0,0,24
145,-1001924915787,5361221770,0,0,0,113
146,-1001924915787,6688399383,0,0,0,13
147,-1002133458993,7316895578,0,0,0,1
148,-1002133458993,1459748043,0,0,0,1
149,-1001924915787,6223863520,0,0,0,4
150,-1001924915787,5974382592,0,0,0,12
151,-1002133458993,6525078851,0,0,0,5
152,-1001924915787,6669122052,0,0,0,2923
153,-1002116123455,5298924735,0,0,0,3
154,-1002116123455,6191021700,0,0,0,11
155,-1001924915787,5197316042,0,0,0,404
156,-1001924915787,7420952968,0,0,0,113
157,-1001924915787,6554023271,0,0,0,4626
158,-1002116123455,6688919732,3,1,1,23
159,-1001658426127,5197316042,0,0,0,12
160,-1001658426127,7133720209,0,0,0,3
161,-1001924915787,952313526,0,0,0,13
162,-1002116123455,983239172,0,0,1,274
163,-1001924915787,835447982,0,0,0,74
164,-1001658426127,6224670135,0,0,0,1
165,-1002116123455,6149590908,0,0,0,82
166,-1002116123455,1915501107,0,0,0,6
167,-1002116123455,6802887278,0,0,0,88
168,-1002116123455,6300472759,0,0,0,15
169,-1001924915787,6455165216,0,0,0,73
170,-1002116123455,7121204599,0,0,0,45
171,-1001924915787,5194725518,0,0,0,38
172,-1001924915787,5891797784,0,0,0,5
173,-1001924915787,6865077399,0,0,0,768
174,-1002116123455,6649939935,0,0,0,2
175,-1002116123455,5766906498,0,0,0,22
176,-1001924915787,6542739691,0,0,0,53
177,-1002195620377,7378091693,1,0,0,39
178,-1002195620377,6843915926,0,0,0,445
179,-1002116123455,6048480076,0,0,0,9
180,-1002116123455,5778734076,0,0,0,27
181,-1002116123455,5750049619,0,0,0,44
182,-1001924915787,7378091693,0,0,0,23
183,-1001658426127,5006607231,0,0,0,1
184,-1001658426127,1331708360,0,0,0,187
185,-1001924915787,7496091509,0,0,0,354
186,-1001924915787,1344497552,0,0,0,5
187,-1002116123455,7100671872,0,0,0,2
188,-1001924915787,6349059180,0,0,0,38
189,-1002116123455,6270054545,0,0,0,10
190,-1002116123455,7476082110,0,0,1,9
191,-1001924915787,6811090765,0,0,0,3
192,-1001924915787,7154626474,0,0,0,30
193,-1001658426127,7355778353,0,0,0,665
194,-1002116123455,6631209316,0,0,0,13
195,-1001924915787,7401817812,1,0,0,12
196,-1002116123455,6349059180,0,0,0,11
197,-1001658426127,1398600688,0,0,0,59
198,-1002116123455,7138252909,1,0,0,11
199,-1001924915787,6346856393,0,0,0,88
200,-1001924915787,5416126972,0,0,0,17
201,-1002116123455,6335652515,0,0,0,60
202,-1002116123455,370924244,4,2,0,57
203,-1001924915787,6850036501,0,0,0,43
204,-1001924915787,7400657906,1,0,0,16
205,-1002116123455,630607395,0,0,0,4
206,-1002133458993,7082109055,0,0,0,4
207,-1002133458993,6593760338,0,0,0,3
208,-1002116123455,5731124873,0,0,0,327
209,-1001658426127,6277821758,0,0,0,2
210,-1002116123455,5803041412,0,1,0,71
211,-1002116123455,6481339861,0,0,0,1
212,-1001658426127,515601676,0,0,0,2
213,-1002116123455,6420350122,0,0,0,2
214,-1002116123455,7504440872,0,0,0,103
215,-1002195620377,6962808309,0,0,0,19
216,-1002195620377,7136928861,0,0,0,2
217,-1002116123455,5562796546,1,1,0,88
218,-1002116123455,6636462670,0,0,0,9
219,-1001658426127,7207355590,0,0,0,1
220,-1002116123455,5888652894,0,0,0,34
221,-1001924915787,1834724954,0,0,0,27
222,-1002116123455,7312532771,0,0,0,53
223,-1002116123455,1201026456,0,0,0,1
224,-1001924915787,7361629809,0,0,0,8
225,-1002116123455,7199199297,0,1,0,7
226,-1001658426127,6400940838,0,0,0,15
227,-1002133458993,5815178742,0,0,0,13
228,-1002133458993,6036274202,0,0,0,13
229,-1002116123455,7108936341,0,0,1,1
230,-1002116123455,6013534249,0,0,0,12
231,-1002116123455,5753140567,0,0,0,47
232,-1001658426127,7084938423,0,0,0,97
233,-1002133458993,6414819761,0,0,0,1
234,-1002133458993,6632876853,0,0,0,3
235,-1001924915787,7204516481,0,0,0,12
236,-1001924915787,6840837015,0,0,0,24
237,-1002116123455,7186329054,0,0,0,1
238,-1001658426127,796901494,0,0,0,3
239,-1002116123455,6712465995,0,0,0,4
240,-1001658426127,6880374714,0,0,0,3
241,-1001924915787,5991496986,0,0,0,213
242,-1002116123455,7031171068,0,0,0,1
243,-1001658426127,6811090765,0,0,0,112
244,-1002195620377,6419107905,0,0,0,10
245,-1001924915787,6068972748,0,0,0,6
246,-1002116123455,5587096641,0,0,0,5
247,-1002116123455,6405623161,0,0,0,1
248,-1001658426127,1973252879,0,0,0,7
249,-1001924915787,1774727408,0,0,0,1
250,-1002133458993,7399768571,0,0,0,1
251,-1002116123455,7179757953,0,0,0,8
252,-1001658426127,5731032842,0,0,0,2
253,-1002133458993,6191021700,0,0,0,7
254,-1001924915787,1802068983,0,0,0,1922
255,-1001658426127,6432882049,0,0,0,116
256,-1001924915787,6949608932,0,0,0,2
257,-1001658426127,6971860388,0,0,0,48
258,-1001924915787,7351444128,0,0,0,2
259,-1002116123455,7448397875,0,0,0,10
260,-1001924915787,1836311404,0,0,0,2
261,-1001658426127,7175462797,0,0,0,153
262,-1001924915787,5480219782,0,0,0,4
263,-1002116123455,6696548125,0,0,0,2
264,-1001924915787,7197000357,0,0,0,56
265,-1002133458993,6990843027,0,0,0,11
266,-1001658426127,1656059780,0,0,0,2
267,-1002116123455,7124784876,0,0,0,8
268,-1001924915787,5830365971,0,0,0,144
269,-1001658426127,5813978921,0,0,0,63
270,-1002116123455,1904574112,0,0,0,72
271,-1002116123455,7108803516,0,0,0,1
272,-1002116123455,7427731004,0,0,0,1
273,-1002195620377,7385146758,0,0,0,3
274,-1002116123455,7145018820,0,0,0,36
275,-1002195620377,6056240247,0,0,0,77
276,-1002116123455,6646521912,0,0,0,89
277,-1001924915787,6960288503,0,0,0,2
278,-1001658426127,1489806225,0,0,0,2
279,-1001658426127,1892392692,0,0,0,17
280,-1001658426127,5465103254,0,0,0,1
281,-1001924915787,7013225010,0,0,0,1
282,-1002133458993,6042193667,0,0,0,4
283,-1001924915787,6925436249,0,0,0,18
284,-1001924915787,7398922085,0,0,0,32
285,-1002116123455,6835402051,0,0,0,3
286,-1002116123455,6578538359,0,0,0,116
287,-1002116123455,6580476387,0,0,0,6
288,-1001924915787,6712910259,0,0,0,111
289,-1002116123455,1622500252,0,1,0,72
290,-1001924915787,5728913458,0,0,0,4
291,-1001924915787,7084938423,0,0,0,68
292,-1001924915787,6035655809,2,0,0,139
293,-1002116123455,6396637807,0,0,1,17
294,-1001924915787,6737044456,0,0,0,199
295,-1002116123455,7485033967,1,2,0,18
296,-1001924915787,6961564090,0,0,0,7
297,-1001924915787,5764346739,0,0,0,4
298,-1001924915787,5470908023,0,0,0,173
299,-1002133458993,5141739714,0,0,0,5
300,-1002116123455,5738451121,0,0,0,8
301,-1001924915787,5437234427,1,0,0,2342
302,-1002116123455,6791328490,0,0,0,2
303,-1002116123455,7206699035,0,0,0,10
304,-1002116123455,502414814,0,0,0,1
305,-1001924915787,7537819927,0,0,0,295
306,-1001658426127,6669122052,0,0,0,147
307,-1002195620377,6243984679,0,0,0,13
308,-1002116123455,6452512192,1,0,0,10
309,-1002116123455,1039412684,0,0,0,1
310,-1001658426127,1573785653,0,0,0,1
311,-1002116123455,6932986763,0,0,0,2
312,-1001924915787,6802857350,0,0,0,38
313,-1001924915787,5782511589,0,0,0,1
314,-1001924915787,7368956641,0,0,0,41
315,-1001924915787,5987542385,0,0,0,7
316,-1001924915787,1727955677,0,0,0,4
317,-1001924915787,6247563361,0,0,0,2
318,-1001924915787,1003184396,0,0,0,16
319,-1001924915787,6042193667,0,0,0,3
320,-1001924915787,5840221451,0,0,0,1
321,-1001924915787,6701576765,0,0,0,535
322,-1002116123455,5460492901,0,0,0,2
323,-1001924915787,1336882666,0,0,0,1
324,-1001658426127,6396142499,0,0,0,2
325,-1002116123455,7465787055,0,0,0,1
326,-1001924915787,906532635,0,0,0,5
327,-1001924915787,1087919150,0,0,0,3
328,-1002116123455,770216408,0,0,0,4
329,-1001924915787,6588077624,0,0,0,225
330,-1002116123455,7422093612,0,0,0,1
331,-1001924915787,1956943018,0,0,0,2
332,-1002116123455,6320066493,0,0,0,9
333,-1002116123455,7538620936,0,0,0,4
334,-1002195620377,6258494972,0,0,0,1
335,-1002116123455,5254962992,0,0,0,2
336,-1001924915787,310291093,0,0,0,1
337,-1001658426127,7187215790,0,0,0,3
338,-1001924915787,5279887001,0,0,0,492
339,-1002195620377,6451268790,0,0,0,15
340,-1002116123455,6779736225,0,0,0,5
341,-1001924915787,5065561669,0,0,0,6
342,-1002116123455,5565212095,0,0,0,14
343,-1001924915787,6778940088,0,0,0,37
344,-1002116123455,5604624930,0,0,0,2
345,-1002116123455,5241152616,0,0,0,1
346,-1002116123455,5756289736,0,0,0,24
347,-1002195620377,6568218223,1,0,0,964
348,-1002195620377,1642999979,0,0,0,1
349,-1001924915787,6563663261,0,0,0,7
350,-1002116123455,7295018176,0,0,0,1
351,-1001924915787,6651241943,0,0,0,4
352,-1001924915787,7105519979,0,0,0,120
353,-1002116123455,5454071199,0,0,0,2
354,-1001924915787,5134671692,0,0,0,5
355,-1001924915787,1998775442,0,0,0,358
356,-1001658426127,7039342613,0,0,0,17
357,-1002195620377,7398922085,0,0,0,38
358,-1002195620377,7368956641,0,0,0,9
359,-1002195620377,6795165148,0,0,0,6
360,-1001658426127,7144306307,0,0,0,1
361,-1002116123455,5715006819,0,0,0,30
362,-1002116123455,5991747574,0,0,0,76
363,-1002116123455,5923053191,0,0,0,18
364,-1002116123455,6059848004,0,0,1,621
365,-1001658426127,629468677,0,0,0,11
366,-1001658426127,1990898864,0,0,0,17
367,-1002116123455,6900690333,0,0,0,1
368,-1001658426127,5601038262,0,0,0,13
369,-1001658426127,6253783574,0,0,0,2
370,-1002116123455,5748635209,0,0,0,1
371,-1001658426127,7488110046,0,0,0,2
372,-1001924915787,6438818927,0,0,0,7
373,-1001658426127,6838420587,0,0,0,4
374,-1001658426127,6567275346,0,0,0,31
375,-1002116123455,5706679761,0,0,0,22
376,-1001658426127,1608428708,0,0,0,3
377,-1002116123455,7450868990,0,0,0,61
378,-1002116123455,1188326370,1,0,0,24
379,-1001658426127,1102166735,0,0,0,3
380,-1001924915787,5991703764,0,0,0,28
381,-1002116123455,1288831497,0,0,0,3
382,-1002116123455,6039126892,0,0,0,1
383,-1001924915787,5666445443,0,0,0,26
384,-1001924915787,6587182457,0,0,0,1
385,-1002116123455,6157292850,0,0,0,1
386,-1001658426127,6459523799,0,0,0,31
387,-1001924915787,5452340075,2,0,0,38
388,-1001658426127,1746669275,0,0,0,1
389,-1002116123455,6832016891,0,0,0,44
390,-1001924915787,6681445819,0,0,0,18
391,-1001658426127,6102332188,0,0,0,20
392,-1001924915787,6682453208,0,0,0,30
393,-1001924915787,1971531021,0,0,0,2
394,-1001924915787,5698749224,0,0,0,9
395,-1002195620377,5417374639,0,0,0,27
396,-1002116123455,6554023271,0,0,0,31
397,-1001924915787,6177869085,0,0,0,37
398,-1001924915787,6290791835,0,0,0,63
399,-1001924915787,6979050101,0,0,0,54
400,-1001924915787,505657416,0,0,0,15
401,-1002116123455,7038731182,0,0,0,56
402,-1001924915787,7132498839,0,0,0,37
403,-1001658426127,5625057821,0,0,0,1
404,-1001924915787,5661825430,0,0,0,14
405,-1002116123455,5509416137,0,0,0,21
406,-1002116123455,6377608526,0,0,0,1
407,-1002116123455,6082848312,0,0,0,52
408,-1001924915787,6059348756,0,0,0,32
409,-1001924915787,5800529923,0,0,0,1
410,-1002116123455,6717869383,0,0,0,55
411,-1002116123455,6209082293,0,0,0,12
412,-1001924915787,6418536166,0,0,0,61
413,-1001658426127,6504807884,0,0,0,1
414,-1001658426127,518449755,0,0,0,5
415,-1001924915787,5613728817,0,0,0,61
416,-1001924915787,6041888802,0,0,0,100
417,-1002116123455,5865413204,0,0,0,33
418,-1001658426127,5998086762,0,0,0,4
419,-1001924915787,884724277,0,0,0,5
420,-1001924915787,7064900025,0,0,0,377
421,-1002116123455,1651549216,0,0,0,8
422,-1001658426127,833955828,1,0,0,211
423,-1001658426127,7495158247,0,0,0,4
424,-1001924915787,6580795982,0,0,0,6
425,-1002116123455,1869890518,0,0,0,1
426,-1001924915787,1785356266,0,0,0,1
427,-1001658426127,821675439,0,0,0,1
428,-1001924915787,6351640911,0,0,0,1
429,-1001924915787,2041397946,0,0,0,1
430,-1001924915787,6710311663,0,0,0,3
431,-1001924915787,1263730922,0,0,0,8
432,-1002195620377,7496091509,0,0,0,65
433,-1001924915787,811735848,0,0,0,1
434,-1002116123455,7401817812,0,0,0,4
435,-1001658426127,6567821635,1,0,0,116
436,-1002116123455,5314499573,0,0,0,6
437,-1001924915787,1901097170,0,0,0,1
438,-1002116123455,5985162778,0,0,0,7
439,-1001924915787,6481496344,0,0,0,6
440,-1001924915787,7138946022,0,0,0,4
441,-1001924915787,6486408882,0,0,0,1
442,-1001658426127,5491743179,0,0,0,18
443,-1002116123455,7456997117,0,0,0,3
444,-1002116123455,5884162271,2,0,0,14
445,-1001924915787,5954747009,0,0,0,24
446,-1001924915787,5033921859,0,0,0,57
447,-1001924915787,5119916072,0,0,0,4
448,-1002116123455,6523518316,0,0,0,2
449,-1002116123455,2005616060,0,0,0,1
450,-1001924915787,5690070228,0,0,0,2
451,-1001924915787,7192833404,0,0,0,9
452,-1001924915787,7273901237,0,0,0,6
453,-1001658426127,7462346886,0,0,0,59
454,-1001658426127,6594404801,0,0,0,6
455,-1001924915787,6600442451,0,0,0,2
456,-1001924915787,5816836213,0,0,0,1
457,-1002116123455,7208456955,0,0,0,1661
458,-1002116123455,7499206507,0,0,0,55
459,-1002116123455,7176058806,0,0,0,281
460,-1002116123455,6216372563,0,0,0,84
461,-1002116123455,5525010146,0,0,0,3
462,-1002116123455,2070615469,0,0,0,51
463,-1001658426127,5363415774,0,0,0,1
464,-1002116123455,7074482269,0,0,0,3
465,-1001924915787,5999973058,0,0,0,9
466,-1001924915787,7397407041,0,0,0,2
467,-1001658426127,6186424072,0,0,0,2
468,-1001658426127,7111168255,0,0,0,6
469,-1001924915787,5321125784,0,0,0,15
470,-1002116123455,7398927393,0,0,0,10
471,-1001658426127,7035462042,0,0,0,1
472,-1001924915787,7136928861,0,0,0,11
473,-1001924915787,330090400,0,0,0,10
474,-1001658426127,5315097214,0,0,0,4
475,-1001924915787,5694933153,0,0,0,20
476,-1002195620377,1494467718,0,1,0,35
477,-1001924915787,7476213907,0,0,0,2
478,-1002195620377,5452340075,0,3,0,22
479,-1002195620377,6429212478,0,0,0,2
480,-1002116123455,1543743807,0,0,1,21
481,-1002195620377,1834724954,0,0,0,41
482,-1001924915787,7172215167,0,0,0,12
483,-1002116123455,7519793095,0,0,0,1
484,-1002116123455,7223105366,0,0,0,224
485,-1001924915787,6997774509,0,0,0,13
486,-1001658426127,1462051041,0,0,0,1
487,-1002195620377,7514582678,0,0,0,1
488,-1002116123455,5438128640,0,0,0,1
489,-1001924915787,6824081872,0,0,0,1
490,-1001924915787,7481347530,0,0,0,3
491,-1002116123455,1606601367,0,0,0,7
492,-1002195620377,5017534897,0,1,0,0
493,-1002195620377,6554023271,0,0,0,146
494,-1002195620377,7098171337,0,0,0,10
495,-1002116123455,1845620704,1,0,0,8
496,-1001658426127,6604221381,0,0,0,1
497,-1001658426127,922918109,0,0,0,1
498,-1002195620377,5340509497,0,0,0,39
499,-1001658426127,6642362238,0,0,0,2
500,-1002116123455,842572592,0,0,1,0
501,-1002116123455,42861540,0,0,0,7
502,-1001658426127,1742261236,0,0,0,1
503,-1002116123455,5363350075,0,0,0,10
504,-1001924915787,703871265,0,0,0,5
505,-1002195620377,7332915781,0,0,0,19
506,-1002195620377,6015601615,0,0,0,17
507,-1002195620377,5834177215,0,0,0,13
508,-1002195620377,1243545422,0,0,0,83
509,-1002116123455,5531964305,0,0,0,1
510,-1002116123455,7535230272,0,0,0,12
511,-1002195620377,6907648697,0,0,0,15
512,-1002116123455,5764168404,0,0,0,6
513,-1002195620377,1099875481,0,0,0,1
514,-1002195620377,7234398718,0,0,0,3
515,-1002195620377,7528806674,0,0,0,4
516,-1001924915787,6994338404,0,0,0,274
517,-1002116123455,708205023,0,0,0,6
518,-1001658426127,953250079,0,0,0,9
519,-1002116123455,5106153515,0,0,0,2
520,-1002116123455,6764498367,0,0,0,17
521,-1002195620377,1323428181,0,0,0,232
522,-1002116123455,7443003334,0,0,0,1
523,-1001924915787,7401916709,0,0,0,5
524,-1001658426127,5768216345,0,0,0,2
525,-1001924915787,2097945055,0,0,0,39
526,-1002116123455,150651628,1,0,0,2
527,-1001658426127,6019584772,0,0,0,28
528,-1002116123455,6500002228,0,0,0,8
529,-1002116123455,2142345255,0,0,0,61
530,-1001656143417,6902345281,0,0,0,10
531,-1001656143417,6324019799,0,0,0,1
532,-1002116123455,7417653820,0,0,0,1
533,-1001656143417,6603827475,0,0,0,1
534,-1002116123455,5622816851,0,0,0,70
535,-1001924915787,1807006910,0,0,0,1
536,-1001658426127,6711070620,0,0,0,6
537,-1001658426127,5301111655,0,0,0,32
538,-1001658426127,6045848980,0,0,0,3
539,-1001924915787,6420976490,1,0,0,6
540,-1001924915787,123330318,0,0,0,2
541,-1001658426127,5096479314,0,0,0,1
542,-1002195620377,6494016270,0,0,0,57
543,-1002195620377,6587702959,0,0,0,36
544,-1001924915787,5548906562,0,0,0,2
545,-1001924915787,460438392,0,0,0,6
546,-1002195620377,6961564090,0,0,0,2
547,-1002116123455,6464758953,0,0,0,2
548,-1002195620377,7406448288,0,1,0,162
549,-1002116123455,5903283803,0,0,0,17
550,-1002195620377,621553777,0,0,0,55
551,-1001658426127,6730581178,0,0,0,8
552,-1001658426127,6686358147,0,0,0,32
553,-1001924915787,5500471591,0,0,0,13
554,-1002116123455,1980472013,0,0,0,2
555,-1002116123455,7451527521,0,0,0,4
556,-1002116123455,7111598514,2,0,0,38
557,-1002195620377,5842032945,0,0,0,4
558,-1002116123455,1434033911,0,0,0,73
559,-1002195620377,6663306941,0,0,0,38
560,-1002116123455,7430709590,0,1,0,49
561,-1001658426127,1013519671,0,0,0,1
562,-1002195620377,1960140041,0,0,0,65
563,-1002116123455,5421537932,0,0,0,6
564,-1002056199659,5971291613,0,0,0,7
565,-1002195620377,6987541909,0,0,0,59
566,-1001924915787,6905970270,0,0,0,60
567,-1002195620377,7096434025,0,0,0,35
568,-1002056199659,7505740359,0,0,0,98
569,-1001924915787,5509131145,0,0,0,3
570,-1001924915787,7265185614,0,0,0,44
571,-1002116123455,7452412882,0,0,0,2
572,-1001658426127,898982990,0,0,0,2
573,-1002195620377,6074130176,0,0,0,20
574,-1002116123455,7462446242,0,0,0,2
575,-1001658426127,7292187562,0,0,0,1
576,-1001924915787,507349261,0,0,0,45
577,-1002195620377,5797941265,0,0,0,52
578,-1002116123455,7206268934,1,0,0,83
579,-1001924915787,6183266295,1,0,0,21
580,-1001924915787,6209897891,0,0,0,4
581,-1002195620377,2143326361,0,0,0,50
582,-1002116123455,6435672508,1,0,0,211
583,-1002116123455,6382204697,1,0,0,100
584,-1001924915787,6038279779,0,0,0,3
585,-1001658426127,1962663618,0,0,0,2
586,-1001924915787,7146066563,1,0,0,71
587,-1002195620377,5672097714,0,0,0,111
588,-1001658426127,7447734800,0,0,0,2
589,-1002116123455,874139231,0,0,0,6
590,-1001658426127,5617899831,0,0,0,3
591,-1001658426127,6575135561,0,0,0,22
592,-1001658426127,6976723397,0,0,0,2
593,-1001924915787,7117627464,0,0,0,28
594,-1001658426127,1188783378,0,0,0,3
595,-1002116123455,6281821756,0,0,0,102
596,-1002116123455,7070819456,0,0,0,11
597,-1002116123455,1409015624,0,0,0,2
598,-1001352716058,6140393551,0,0,0,1
599,-1001924915787,1087968824,1,0,0,650
600,-1001658426127,777000,0,0,0,365
601,-1002195620377,1087968824,0,0,0,3
602,-1001924915787,136817688,0,0,0,713
603,-1002116123455,1087968824,0,0,0,82
604,-1002116123455,6895376181,1,0,0,14
605,-1001924915787,5074621941,0,0,0,1150
606,-1001924915787,772326452,0,0,0,18
607,-1002116123455,6844224539,0,0,0,4
608,-1001924915787,7028123166,0,0,0,20
609,-1001658426127,5737573148,0,0,0,1
610,-1001924915787,6920914684,0,0,0,96
611,-1002195620377,6248776595,0,0,0,2
612,-1002116123455,7127845766,1,0,0,330
613,-1001924915787,1494467718,0,0,0,4
614,-1002116123455,5645115756,0,0,0,8
615,-1001924915787,6658392210,0,0,0,184
616,-1002116123455,7178633476,0,0,0,11
617,-1001658426127,1087968824,0,0,0,53
618,-1002116123455,5805179417,0,0,0,7
619,-1002116123455,5957892802,0,0,0,4
620,-1001658426127,1039226684,0,0,0,2
621,-1001924915787,7398500096,0,0,0,3
622,-1001924915787,7101537388,0,0,0,13
623,-1002116123455,7262065635,0,0,0,40
624,-1001658426127,2094698913,0,0,0,2
625,-1002116123455,6458187227,0,7,0,504
626,-1002116123455,6743424990,0,0,0,15
627,-1002056199659,6482557006,0,0,0,56
628,-1001924915787,1409547091,0,0,0,5
629,-1002116123455,6043672461,0,0,0,7
630,-1002116123455,6776447038,0,0,0,35
631,-1001924915787,5910887120,0,0,0,31
632,-1002116123455,7345605678,0,0,0,1
633,-1002116123455,6265156893,0,0,0,8
634,-1001658426127,6216359477,0,0,0,9
635,-1002195620377,5630910794,0,0,0,3
